Date/Time,time,sol_rad,To,To-Ti,Ti,TC,See_interface_prob,Beh_Interface,Info_prov,Info,Info_prob,Tset_prev,Tset_update,Beh_setpoint,Setpoint_dif,Tset-T1
2000-06-01 4:30,27,0,18.0333,-6.186984205,24.2202842,-1,0.2,0,0,0,0,28,28,0,0,3.779715795
2000-06-01 4:40,28,442.427,18.0167,-6.141714363,24.15841436,-1,0.2,0,0,0,0,28,28,0,0,3.841585637
2000-06-01 4:50,29,456.689,18,-6.539424219,24.53942422,-1,0.2,0,0,0,0,28,28,0,0,3.460575781
2000-06-01 5:00,30,553.463,18.0667,-6.864018977,24.93071898,-1,0.2,1,0.5,1,0.8,28,27,1,-1,2.069281023
2000-06-01 5:10,31,611.128,18.1333,-7.282241787,25.41554179,0,0,0,0,0,0,27,27,0,0,1.584458213
2000-06-01 5:20,32,626.174,18.2,-7.753847369,25.95384737,0,0,0,0,0,0,27,27,0,0,1.046152631
2000-06-01 5:30,33,640.172,18.2667,-8.235782896,26.5024829,0,0,0,0,0,0,27,27,0,0,0.497517104
2000-06-01 5:40,34,643.178,18.3333,-8.726997067,27.06029707,1,0.2,0,0,0,0,27,27,0,0,-0.060297067
2000-06-01 5:50,35,636.004,18.4,-9.186056563,27.58605656,1,0.2,0,0,0,0,27,27,0,0,-0.586056563
2000-06-01 6:00,36,636.057,18.3333,-9.503871716,27.83717172,1,0.2,0,0,0,0,27,27,0,0,-0.837171716
2000-06-01 6:10,37,613.836,18.2667,-9.692904141,27.95960414,1,0.2,0,0,0,0,27,28,0,1,0.040395859
2000-06-01 6:20,38,586.107,18.2,-10.2765111,28.4765111,2,0.5,1,0.5,0,0.8,28,26,1,-2,-2.476511099
2000-06-01 6:30,39,538.626,18.1333,-9.588297439,27.72159744,1,0.2,0,0,0,0,26,26,0,0,-1.721597439
2000-06-01 6:40,40,493.216,18.0667,-9.236841745,27.30354174,1,0.2,0,0,0,0,26,26,0,0,-1.303541745
2000-06-01 6:50,41,451.981,18,-9.052618455,27.05261846,1,0.2,0,0,0,0,26,26,0,0,-1.052618455
2000-06-01 7:00,42,416.716,18.1167,-8.771064043,26.88776404,0,0,0,0,0,0,26,26,0,0,-0.887764043
2000-06-01 7:10,43,388.809,18.2333,-8.539587381,26.77288738,0,0,0,0,0,0,26,26,0,0,-0.772887381
2000-06-01 7:20,44,369.11,18.35,-8.339856817,26.68985682,0,0,0,0,0,0,26,26,0,0,-0.689856817
2000-06-01 7:30,45,366.381,18.4667,-8.16393984,26.63063984,0,0,0,0,0,0,26,28,0,2,1.36936016
2000-06-01 7:40,46,358.588,18.5833,-8.332081442,26.91538144,0,0,0,0,0,0,28,28,0,0,1.084618558
2000-06-01 7:50,47,360.467,18.7,-8.490648627,27.19064863,1,0.2,1,0.5,1,0.8,28,27,1,-1,-0.190648627
2000-06-01 8:00,48,368.919,18.9167,-8.454184827,27.37088483,1,0.2,0,0,0,0,27,27,0,0,-0.370884827
2000-06-01 8:10,49,377.414,19.1333,-8.336519565,27.46981957,1,0.2,0,0,0,0,27,27,0,0,-0.469819565
2000-06-01 8:20,50,385.891,19.35,-8.178958587,27.52895859,1,0.2,1,0.5,0,0.8,27,26,1,-1,-1.528958587
2000-06-01 8:30,51,395.954,19.5667,-7.501880708,27.06858071,1,0.2,0,0,0,0,26,26,0,0,-1.068580708
2000-06-01 8:40,52,405.559,19.7833,-7.071925547,26.85522555,0,0,0,0,0,0,26,26,0,0,-0.855225547
2000-06-01 8:50,53,414.7,20,-6.762452518,26.76245252,0,0,0,0,0,0,26,26,0,0,-0.762452518
2000-06-01 9:00,54,423.371,20.1667,-6.561601734,26.72830173,0,0,0,0,0,0,26,26,0,0,-0.728301734
2000-06-01 9:10,55,431.571,20.3333,-6.38860585,26.72190585,0,0,0,0,0,0,26,26,0,0,-0.72190585
2000-06-01 9:20,56,452.207,20.5,-6.228637866,26.72863787,0,0,0,0,0,0,26,26,0,0,-0.728637866
2000-06-01 9:30,57,455.327,20.6667,-6.087539554,26.75423955,0,0,0,0,0,0,26,28,0,2,1.245760446
2000-06-01 9:40,58,458.069,20.8333,-6.315391159,27.14869116,1,0.2,0,0,0,0,28,28,0,0,0.851308841
2000-06-01 9:50,59,460.447,21,-6.543606247,27.54360625,1,0.2,0,0,0,0,28,28,0,0,0.456393753
2000-06-01 10:00,60,462.478,21,-6.938617185,27.93861718,1,0.2,0,0,0,0,28,28,0,0,0.061382815
2000-06-01 10:10,61,464.18,21,-7.331709013,28.33170901,2,0.5,0,0,0,0,28,28,0,0,-0.331709013
2000-06-01 10:20,62,465.575,21,-7.556717416,28.55671742,2,0.5,0,0,0,0,28,28,0,0,-0.556717416
2000-06-01 10:30,63,470.996,21,-7.668366534,28.66836653,2,0.5,1,0.5,1,0.8,28,26,1,-2,-2.668366534
2000-06-01 10:40,64,475.57,21,-6.728495602,27.7284956,1,0.2,0,0,0,0,26,26,0,0,-1.728495602
2000-06-01 10:50,65,472.788,21,-6.272532845,27.27253284,1,0.2,0,0,0,0,26,26,0,0,-1.272532845
2000-06-01 11:00,66,478.134,21.1667,-5.879629094,27.04632909,1,0.2,1,0.5,1,0.8,26,24,1,-2,-3.046329094
2000-06-01 11:10,67,483.07,21.3333,-4.609202256,25.94250226,0,0,0,0,0,0,24,24,0,0,-1.942502256
2000-06-01 11:20,68,487.694,21.5,-3.908229105,25.40822911,0,0,0,0,0,0,24,24,0,0,-1.408229105
2000-06-01 11:30,69,487.871,21.6667,-3.486026262,25.15272626,0,0,0,0,0,0,24,24,0,0,-1.152726262
2000-06-01 11:40,70,487.836,21.8333,-3.196073868,25.02937387,0,0,0,0,0,0,24,24,0,0,-1.029373868
2000-06-01 11:50,71,478.766,22,-2.970562195,24.9705622,-1,0.2,1,0.5,0,0.8,24,26,0,2,1.029437805
2000-06-01 12:00,72,478.992,22,-3.419622573,25.41962257,0,0,0,0,0,0,26,26,0,0,0.580377427
2000-06-01 12:10,73,479.4,22,-3.864418348,25.86441835,0,0,0,0,0,0,26,26,0,0,0.135581652
2000-06-01 12:20,74,480.097,22,-4.305174164,26.30517416,0,0,0,0,0,0,26,26,0,0,-0.305174164
2000-06-01 12:30,75,473.965,22,-4.58963234,26.58963234,0,0,0,0,0,0,26,26,0,0,-0.58963234
2000-06-01 12:40,76,468.196,22,-4.722884847,26.72288485,0,0,0,0,0,0,26,26,0,0,-0.722884847
2000-06-01 12:50,77,462.773,22,-4.782409575,26.78240957,0,0,0,0,0,0,26,26,0,0,-0.782409575
2000-06-01 13:00,78,457.669,22.3333,-4.472853692,26.80615369,0,0,0,0,0,0,26,28,0,2,1.193846308
2000-06-01 13:10,79,452.855,22.6667,-4.552394155,27.21909415,1,0.2,0,0,0,0,28,28,0,0,0.780905845
2000-06-01 13:20,80,448.305,23,-4.626425213,27.62642521,1,0.2,0,0,0,0,28,28,0,0,0.373574787
2000-06-01 13:30,81,445.607,23.3333,-4.695165961,28.02846596,2,0.5,0,0,0,0,28,28,0,0,-0.028465961
2000-06-01 13:40,82,455.246,23.6667,-4.746188321,28.41288832,2,0.5,1,0.5,0,0.8,28,26,1,-2,-2.412888321
2000-06-01 13:50,83,451.517,24,-3.614228277,27.61422828,1,0.2,0,0,0,0,26,26,0,0,-1.614228277
2000-06-01 14:00,84,447.933,24.3333,-2.889188856,27.22248886,1,0.2,0,0,0,0,26,26,0,0,-1.222488856
2000-06-01 14:10,85,444.498,24.6667,-2.363585539,27.03028554,1,0.2,0,0,0,0,26,26,0,0,-1.030285539
2000-06-01 14:20,86,441.214,25,-1.936004914,26.93600491,0,0,0,0,0,0,26,26,0,0,-0.936004914
2000-06-01 14:30,87,428.835,25.3333,-1.556556408,26.88985641,0,0,0,0,0,0,26,26,0,0,-0.889856408
2000-06-01 14:40,88,416.232,25.6667,-1.19149764,26.85819764,0,0,0,0,0,0,26,26,0,0,-0.85819764
2000-06-01 14:50,89,403.406,26,-0.833415844,26.83341584,0,0,0,0,0,0,26,28,0,2,1.166584156
2000-06-01 15:00,90,390.358,26.1667,-1.061787685,27.22848769,1,0.2,0,0,0,0,28,28,0,0,0.771512315
2000-06-01 15:10,91,377.094,26.3333,-1.274927808,27.60822781,1,0.2,0,0,0,0,28,28,0,0,0.391772192
2000-06-01 15:20,92,363.621,26.5,-1.47257253,27.97257253,1,0.2,0,0,0,0,28,28,0,0,0.02742747
2000-06-01 15:30,93,349.601,26.6667,-1.654767805,28.3214678,2,0.5,0,0,0,0,28,28,0,0,-0.321467805
2000-06-01 15:40,94,334.745,26.8333,-1.660487224,28.49378722,2,0.5,1,0.5,1,0.8,28,27,1,-1,-1.493787224
2000-06-01 15:50,95,319.038,27,-1.06503374,28.06503374,2,0.5,1,0.5,0,0.8,27,26,1,-1,-2.06503374
2000-06-01 16:00,96,302.467,26.6667,-0.674204533,27.34090453,1,0.2,0,0,0,0,26,26,0,0,-1.340904533
2000-06-01 16:10,97,285.019,26.3333,-0.632877221,26.96617722,0,0,0,0,0,0,26,26,0,0,-0.966177221
2000-06-01 16:20,98,266.683,26,-0.761778838,26.76177884,0,0,0,0,0,0,26,26,0,0,-0.761778838
2000-06-01 16:30,99,266.947,25.6667,-0.973254631,26.63995463,0,0,0,0,0,0,26,26,0,0,-0.639954631
2000-06-01 16:40,100,266.082,25.3333,-1.243891769,26.57719177,0,0,0,0,0,0,26,26,0,0,-0.577191769
2000-06-01 16:50,101,267.857,25,-1.542238967,26.54223897,0,0,0,0,0,0,26,26,0,0,-0.542238967
2000-06-01 17:00,102,273.531,24.8333,-1.690254094,26.52355409,0,0,0,0,0,0,26,28,0,2,1.476445906
2000-06-01 17:10,103,284.115,24.6667,-2.113482553,26.78018255,0,0,0,0,0,0,28,28,0,0,1.219817447
2000-06-01 17:20,104,300.335,24.5,-2.543162727,27.04316273,1,0.2,1,0.5,1,0.8,28,27,1,-1,-0.043162727
2000-06-01 17:30,105,309.18,24.3333,-2.963184736,27.29648474,1,0.2,0,0,0,0,27,27,0,0,-0.296484736
2000-06-01 17:40,106,317.465,24.1667,-3.261090521,27.42779052,1,0.2,0,0,0,0,27,27,0,0,-0.427790521
2000-06-01 17:50,107,323.267,24,-3.498749355,27.49874936,1,0.2,0,0,0,0,27,27,0,0,-0.498749355
2000-06-01 18:00,108,324.677,23.6667,-3.870954184,27.53765418,1,0.2,0,0,0,0,27,27,0,0,-0.537654184
2000-06-01 18:10,109,320.204,23.3333,-4.22149455,27.55479455,1,0.2,0,0,0,0,27,27,0,0,-0.55479455
2000-06-01 18:20,110,307.576,23,-4.55538633,27.55538633,1,0.2,0,0,0,0,27,27,0,0,-0.55538633
2000-06-01 18:30,111,297.021,22.6667,-4.873015301,27.5397153,1,0.2,0,0,0,0,27,28,0,1,0.460284699
2000-06-01 18:40,112,255.256,22.3333,-5.454706148,27.78800615,1,0.2,0,0,0,0,28,28,0,0,0.211993852
2000-06-01 18:50,113,227.231,22,-5.988715087,27.98871509,1,0.2,1,0.5,0,0.8,28,26,1,-2,-1.988715087
2000-06-01 19:00,114,190.68,21.4833,-5.678401393,27.16170139,1,0.2,0,0,0,0,26,26,0,0,-1.161701393
2000-06-01 19:10,115,101.88,20.9667,-5.748046682,26.71474668,0,0,0,0,0,0,26,26,0,0,-0.714746682
2000-06-01 19:20,116,12.9609,20.45,-5.951772874,26.40177287,0,0,0,0,0,0,26,26,0,0,-0.401772874
2000-06-01 19:30,117,10.8315,19.9333,-6.221029608,26.15432961,0,0,0,0,0,0,26,26,0,0,-0.154329608
2000-06-01 19:40,118,0,19.4167,-6.609086008,26.02578601,0,0,0,0,0,0,26,26,0,0,-0.025786008
2000-06-01 19:50,119,0,18.9,-7.046802144,25.94680214,0,0,0,0,0,0,26,26,0,0,0.053197856
2000-06-01 20:00,120,0,18.9167,-6.959634123,25.87633412,0,0,0,0,0,0,26,28,0,2,2.123665877
2000-06-01 20:10,121,0,18.9333,-6.873437781,25.80673778,0,0,0,0,0,0,28,28,0,0,2.193262219
2000-06-01 20:20,122,0,18.95,-6.788003404,25.7380034,0,0,0,0,0,0,28,28,0,0,2.261996596
2000-06-01 20:30,123,0,18.9667,-6.703423369,25.67012337,0,0,0,0,0,0,28,28,0,0,2.329876631
2000-06-01 20:40,124,0,18.9833,-6.619789136,25.60308914,0,0,0,0,0,0,28,28,0,0,2.396910864
2000-06-01 20:50,125,0,19,-6.536891244,25.53689124,0,0,0,0,0,0,28,28,0,0,2.463108756
2000-06-01 21:00,126,0,19,-6.471522332,25.47152233,0,0,0,0,0,0,28,28,0,0,2.528477668
2000-06-01 21:10,127,0,19,-6.406807109,25.40680711,0,0,0,0,0,0,28,28,0,0,2.593192891
2000-06-01 21:20,128,0,19,-6.342739038,25.34273904,0,0,0,0,0,0,28,28,0,0,2.657260962
2000-06-01 21:30,129,0,19,-6.279311647,25.27931165,0,0,0,0,0,0,28,28,0,0,2.720688353
2000-06-01 21:40,130,0,19,-6.216518531,25.21651853,0,0,0,0,0,0,28,28,0,0,2.783481469
2000-06-01 21:50,131,0,19,-6.154353345,25.15435335,0,0,0,0,0,0,28,28,0,0,2.845646655
2000-06-01 22:00,132,0,18.8333,-6.259509812,25.09280981,0,0,0,0,0,0,28,28,0,0,2.907190188
2000-06-01 22:10,133,0,18.6667,-6.363514714,25.03021471,0,0,0,0,0,0,28,28,0,0,2.969785286
2000-06-01 22:20,134,0,18.5,-6.466579567,24.96657957,-1,0.2,0,0,0,0,28,28,0,0,3.033420433
2000-06-01 22:30,135,0,18.3333,-6.568613771,24.90191377,-1,0.2,0,0,0,0,28,28,0,0,3.098086229
2000-06-01 22:40,136,0,18.1667,-6.669527633,24.83622763,-1,0.2,0,0,0,0,28,28,0,0,3.163772367
2000-06-01 22:50,137,0,18,-6.769532357,24.76953236,-1,0.2,0,0,0,0,28,28,0,0,3.230467643
2000-06-01 23:00,138,0,18.3333,-6.368537033,24.70183703,-1,0.2,0,0,0,0,28,28,0,0,3.298162967
2000-06-01 23:10,139,0,18.6667,-5.971451663,24.63815166,-1,0.2,0,0,0,0,28,28,0,0,3.361848337
2000-06-01 23:20,140,0,19,-5.578437146,24.57843715,-1,0.2,0,0,0,0,28,28,0,0,3.421562854
2000-06-01 23:30,141,0,19.3333,-5.189352775,24.52265277,-1,0.2,0,0,0,0,28,28,0,0,3.477347225
2000-06-01 23:40,142,0,19.6667,-4.804059247,24.47075925,-1,0.2,0,0,0,0,28,28,0,0,3.529240753
2000-06-01 23:50,143,0,20,-4.422718655,24.42271865,-1,0.2,0,0,0,0,28,28,0,0,3.577281345
2000-06-02 0:00,144,0,19.6667,-4.711791468,24.37849147,-1,0.2,0,0,0,0,28,28,0,0,3.621508532
2000-06-02 0:10,145,0,19.3333,-4.998073554,24.33137355,-1,0.2,0,0,0,0,28,28,0,0,3.668626446
2000-06-02 0:20,146,0,19,-5.281392818,24.28139282,-1,0.2,0,0,0,0,28,28,0,0,3.718607182
2000-06-02 0:30,147,0,18.6667,-5.56187889,24.22857889,-1,0.2,0,0,0,0,28,28,0,0,3.77142111
2000-06-02 0:40,148,0,18.3333,-5.839660101,24.1729601,-1,0.2,1,0.5,0,0.8,28,26,1,-2,1.827039899
2000-06-02 0:50,149,0,18,-6.1145635,24.1145635,-1,0.2,0,0,0,0,26,26,0,0,1.8854365
2000-06-02 1:00,150,0,18.0167,-6.036717865,24.05341786,-1,0.2,0,0,0,0,26,26,0,0,1.946582135
2000-06-02 1:10,151,0,18.0333,-5.959750686,23.99305069,-2,0.5,0,0,0,0,26,26,0,0,2.006949314
2000-06-02 1:20,152,0,18.05,-5.883453179,23.93345318,-2,0.5,0,0,0,0,26,26,0,0,2.066546821
2000-06-02 1:30,153,0,18.0667,-5.807918648,23.87461865,-2,0.5,0,0,0,0,26,26,0,0,2.125381352
2000-06-02 1:40,154,0,18.0833,-5.733239461,23.81653946,-2,0.5,1,0.5,1,0.8,26,24,1,-2,0.183460539
2000-06-02 1:50,155,0,18.1,-5.659207067,23.75920707,-2,0.5,0,0,0,0,24,24,0,0,0.240792933
2000-06-02 2:00,156,0,17.9167,-5.785914996,23.702615,-2,0.5,1,0.5,1,0.8,24,23,1,-1,-0.702614996
2000-06-02 2:10,157,0,17.7333,-5.560148348,23.29344835,-2,0.5,0,0,0,0,23,23,0,0,-0.293448348
2000-06-02 2:20,158,0,17.55,-5.541122691,23.09112269,-2,0.5,0,0,0,0,23,23,0,0,-0.091122691
2000-06-02 2:30,159,0,17.3667,-5.623450118,22.99015012,-2,0.5,0,0,0,0,23,23,0,0,0.009849882
2000-06-02 2:40,160,0,17.1833,-5.750615617,22.93391562,-2,0.5,0,0,0,0,23,23,0,0,0.066084383
2000-06-02 2:50,161,0,17,-5.876409461,22.87640946,-2,0.5,1,0.5,0,0.8,23,26,0,3,3.123590539
2000-06-02 3:00,162,0,17,-5.817645366,22.81764537,-2,0.5,1,0.5,1,0.8,26,25,1,-1,2.182354634
2000-06-02 3:10,163,0,17,-5.759468913,22.75946891,-2,0.5,1,0.5,0,0.8,25,26,0,1,3.240531087
2000-06-02 3:20,164,0,17,-5.701874224,22.70187422,-2,0.5,1,0.5,1,0.8,26,25,1,-1,2.298125776
2000-06-02 3:30,165,0,17,-5.644855481,22.64485548,-2,0.5,1,0.5,0,0.8,25,26,0,1,3.355144519
2000-06-02 3:40,166,0,17,-5.588406927,22.58840693,-2,0.5,1,0.5,0,0.8,26,26,0,0,3.411593073
2000-06-02 3:50,167,0,17,-5.532522857,22.53252286,-2,0.5,0,0,0,0,26,26,0,0,3.467477143
2000-06-02 4:00,168,0,17,-5.477197629,22.47719763,-2,0.5,1,0.5,1,0.8,26,25,1,-1,2.522802371
2000-06-02 4:10,169,0,17,-5.422425652,22.42242565,-2,0.5,1,0.5,0,0.8,25,26,0,1,3.577574348
2000-06-02 4:20,170,0,17,-5.368201396,22.3682014,-2,0.5,1,0.5,0,0.8,26,26,0,0,3.631798604
2000-06-02 4:30,171,0,17,-5.314519382,22.31451938,-2,0.5,0,0,0,0,26,26,0,0,3.685480618
2000-06-02 4:40,172,594.677,17,-5.261374188,22.26137419,-2,0.5,1,0.5,0,0.8,26,26,0,0,3.738625812
2000-06-02 4:50,173,612.892,17,-5.803437446,22.80343745,-2,0.5,0,0,0,0,26,26,0,0,3.196562554
2000-06-02 5:00,174,699.581,17,-6.358295072,23.35829507,-2,0.5,1,0.5,0,0.8,26,26,0,0,2.641704928
2000-06-02 5:10,175,783.296,17,-6.994293121,23.99429312,-2,0.5,1,0.5,1,0.8,26,25,1,-1,1.005706879
2000-06-02 5:20,176,816.365,17,-7.70764619,24.70764619,-1,0.2,1,0.5,1,0.8,25,23,1,-2,-1.70764619
2000-06-02 5:30,177,794.488,17,-7.593111633,24.59311163,-1,0.2,0,0,0,0,23,23,0,0,-1.593111633
2000-06-02 5:40,178,765.582,17,-7.5151127,24.5151127,-1,0.2,0,0,0,0,23,23,0,0,-1.5151127
2000-06-02 5:50,179,731.705,17,-7.447987223,24.44798722,-1,0.2,0,0,0,0,23,23,0,0,-1.447987223
2000-06-02 6:00,180,684.793,17.1667,-7.214518739,24.38121874,-1,0.2,0,0,0,0,23,23,0,0,-1.381218739
2000-06-02 6:10,181,641.87,17.3333,-6.969957182,24.30325718,-1,0.2,0,0,0,0,23,23,0,0,-1.303257182
2000-06-02 6:20,182,600.587,17.5,-6.723799019,24.22379902,-1,0.2,0,0,0,0,23,23,0,0,-1.223799019
2000-06-02 6:30,183,557.925,17.6667,-6.478548519,24.14524852,-1,0.2,0,0,0,0,23,28,0,5,3.854751481
2000-06-02 6:40,184,521.067,17.8333,-6.805088034,24.63838803,-1,0.2,0,0,0,0,28,28,0,0,3.361611966
2000-06-02 6:50,185,490.695,18,-7.091404154,25.09140415,0,0,0,0,0,0,28,28,0,0,2.908595846
2000-06-02 7:00,186,467.24,18.3667,-7.144485112,25.51118511,0,0,0,0,0,0,28,28,0,0,2.488814888
2000-06-02 7:10,187,450.811,18.7333,-7.173680261,25.90698026,0,0,0,0,0,0,28,28,0,0,2.093019739
2000-06-02 7:20,188,441.131,19.1,-7.186054459,26.28605446,0,0,0,0,0,0,28,28,0,0,1.713945541
2000-06-02 7:30,189,431.566,19.4667,-7.188624914,26.65532491,0,0,0,0,0,0,28,28,0,0,1.344675086
2000-06-02 7:40,190,427.48,19.8333,-7.181704665,27.01500466,1,0.2,0,0,0,0,28,28,0,0,0.984995335
2000-06-02 7:50,191,432.14,20.2,-7.170667618,27.37066762,1,0.2,0,0,0,0,28,28,0,0,0.629332382
2000-06-02 8:00,192,445.689,20.5,-7.231100942,27.73110094,1,0.2,0,0,0,0,28,28,0,0,0.268899058
2000-06-02 8:10,193,471.722,20.8,-7.304478933,28.10447893,2,0.5,1,0.5,0,0.8,28,26,1,-2,-2.104478933
2000-06-02 8:20,194,483.36,21.1,-6.350916677,27.45091668,1,0.2,0,0,0,0,26,26,0,0,-1.450916677
2000-06-02 8:30,195,489.667,21.4,-5.745309172,27.14530917,1,0.2,0,0,0,0,26,26,0,0,-1.145309172
2000-06-02 8:40,196,495.882,21.7,-5.304868494,27.00486849,1,0.2,0,0,0,0,26,26,0,0,-1.004868494
2000-06-02 8:50,197,502.001,22,-4.945267562,26.94526756,0,0,0,0,0,0,26,26,0,0,-0.945267562
2000-06-02 9:00,198,508.018,21.8333,-5.091882105,26.92518211,0,0,0,0,0,0,26,26,0,0,-0.925182105
2000-06-02 9:10,199,513.928,21.6667,-5.252990232,26.91969023,0,0,0,0,0,0,26,26,0,0,-0.919690232
2000-06-02 9:20,200,519.728,21.5,-5.421243214,26.92124321,0,0,0,0,0,0,26,28,0,2,1.078756786
2000-06-02 9:30,201,521.846,21.3333,-6.053458781,27.38675878,1,0.2,0,0,0,0,28,28,0,0,0.613241219
2000-06-02 9:40,202,523.627,21.1667,-6.681370194,27.84807019,1,0.2,1,0.5,1,0.8,28,27,1,-1,-0.848070194
2000-06-02 9:50,203,525.089,21,-6.880848395,27.88084839,1,0.2,0,0,0,0,27,27,0,0,-0.880848395
2000-06-02 10:00,204,526.251,20.95,-6.946704713,27.89670471,1,0.2,0,0,0,0,27,27,0,0,-0.896704713
2000-06-02 10:10,205,527.14,20.9,-7.00513631,27.90513631,1,0.2,1,0.5,1,0.8,27,26,1,-1,-1.90513631
2000-06-02 10:20,206,527.787,20.85,-6.559656792,27.40965679,1,0.2,0,0,0,0,26,26,0,0,-1.409656792
2000-06-02 10:30,207,528.477,20.8,-6.367018828,27.16701883,1,0.2,0,0,0,0,26,26,0,0,-1.167018828
2000-06-02 10:40,208,528.985,20.75,-6.298316226,27.04831623,1,0.2,0,0,0,0,26,26,0,0,-1.048316226
2000-06-02 10:50,209,529.362,20.7,-6.290159951,26.99015995,0,0,0,0,0,0,26,26,0,0,-0.990159951
2000-06-02 11:00,210,529.671,20.75,-6.211540376,26.96154038,0,0,0,0,0,0,26,26,0,0,-0.961540376
2000-06-02 11:10,211,529.978,20.8,-6.148325784,26.94832578,0,0,0,0,0,0,26,26,0,0,-0.948325784
2000-06-02 11:20,212,530.357,20.85,-6.092657634,26.94265763,0,0,0,0,0,0,26,28,0,2,1.057342366
2000-06-02 11:30,213,527.821,20.9,-6.512088058,27.41208806,1,0.2,0,0,0,0,28,28,0,0,0.587911942
2000-06-02 11:40,214,525.634,20.95,-6.924788177,27.87478818,1,0.2,0,0,0,0,28,28,0,0,0.125211823
2000-06-02 11:50,215,523.808,21,-7.331174296,28.3311743,2,0.5,1,0.5,0,0.8,28,26,1,-2,-2.331174296
2000-06-02 12:00,216,522.342,21.3333,-6.282783405,27.6160834,1,0.2,0,0,0,0,26,26,0,0,-1.616083405
2000-06-02 12:10,217,521.214,21.6667,-5.600855868,27.26755587,1,0.2,0,0,0,0,26,26,0,0,-1.267555868
2000-06-02 12:20,218,520.385,22,-5.098983375,27.09898338,1,0.2,1,0.5,1,0.8,26,24,1,-2,-3.098983375
2000-06-02 12:30,219,512.47,22.3333,-3.685586854,26.01888685,0,0,0,0,0,0,24,24,0,0,-2.018886854
2000-06-02 12:40,220,504.671,22.6667,-2.818357558,25.48505756,0,0,0,0,0,0,24,24,0,0,-1.485057558
2000-06-02 12:50,221,506.549,23,-2.219016204,25.2190162,0,0,0,0,0,0,24,24,0,0,-1.219016204
2000-06-02 13:00,222,499.199,23.15,-1.94386694,25.09386694,0,0,0,0,0,0,24,24,0,0,-1.09386694
